filename,width,height,class,xmin,ymin,xmax,ymax
BikesHelmets180.png,400,234,Without Helmet,294,26,319,58
BikesHelmets180.png,400,234,Without Helmet,34,65,59,91
BikesHelmets181.png,400,250,With Helmet,172,26,220,71
BikesHelmets182.png,400,225,Without Helmet,193,3,250,75
BikesHelmets183.png,494,329,With Helmet,185,61,242,120
BikesHelmets184.png,400,300,With Helmet,278,155,295,172
BikesHelmets185.png,400,300,With Helmet,117,77,255,223
BikesHelmets186.png,299,400,Without Helmet,126,69,171,133
BikesHelmets187.png,468,280,With Helmet,280,7,335,58
BikesHelmets188.png,400,267,With Helmet,205,53,238,103
BikesHelmets189.png,261,400,With Helmet,101,11,162,88
BikesHelmets19.png,400,291,With Helmet,154,5,221,82
BikesHelmets19.png,400,291,With Helmet,309,82,345,130
BikesHelmets190.png,570,322,Without Helmet,326,67,387,127
BikesHelmets191.png,400,225,With Helmet,196,11,260,71
BikesHelmets192.png,400,214,Without Helmet,154,38,200,91
BikesHelmets193.png,400,300,With Helmet,194,49,242,89
BikesHelmets194.png,400,223,With Helmet,286,46,319,88
BikesHelmets194.png,400,223,Without Helmet,93,39,123,72
BikesHelmets195.png,400,267,With Helmet,266,30,300,72
BikesHelmets195.png,400,267,With Helmet,172,36,207,80
BikesHelmets195.png,400,267,With Helmet,348,2,390,48
BikesHelmets196.png,400,263,Without Helmet,121,50,160,99
BikesHelmets197.png,400,304,Without Helmet,231,74,260,111
BikesHelmets198.png,379,400,Without Helmet,146,22,204,83
BikesHelmets199.png,400,225,With Helmet,253,1,312,47
BikesHelmets2.png,400,300,With Helmet,283,14,328,61
BikesHelmets2.png,400,300,With Helmet,206,27,246,77
BikesHelmets2.png,400,300,With Helmet,107,13,161,73
BikesHelmets20.png,300,400,With Helmet,93,116,162,193
BikesHelmets20.png,300,400,With Helmet,154,161,271,293
BikesHelmets200.png,494,351,Without Helmet,157,8,213,77
BikesHelmets201.png,500,398,Without Helmet,144,80,196,133
BikesHelmets202.png,400,291,With Helmet,289,64,330,109
BikesHelmets202.png,400,291,With Helmet,125,50,162,85
BikesHelmets203.png,400,267,With Helmet,328,33,380,90
BikesHelmets203.png,400,267,With Helmet,249,48,291,92
BikesHelmets203.png,400,267,With Helmet,147,93,168,114
BikesHelmets204.png,400,300,Without Helmet,201,109,226,131
BikesHelmets204.png,400,300,Without Helmet,162,107,178,122
BikesHelmets204.png,400,300,Without Helmet,295,84,318,116
BikesHelmets204.png,400,300,Without Helmet,143,104,154,118
BikesHelmets205.png,507,338,With Helmet,112047,2028,155142,27040
BikesHelmets205.png,507,338,With Helmet,161,6,226,68
BikesHelmets206.png,250,375,With Helmet,83,12,192,157
BikesHelmets207.png,400,328,With Helmet,237,44,286,93
BikesHelmets207.png,400,328,With Helmet,165,40,212,91
BikesHelmets208.png,400,245,With Helmet,322,69,356,101
BikesHelmets208.png,400,245,With Helmet,268,58,298,90
BikesHelmets208.png,400,245,Without Helmet,164,51,191,82
BikesHelmets208.png,400,245,Without Helmet,62,56,90,87
BikesHelmets209.png,300,228,With Helmet,112,9,155,53
BikesHelmets209.png,300,228,With Helmet,76,8,110,46
BikesHelmets210.png,400,266,With Helmet,222,54,256,91
BikesHelmets211.png,400,267,With Helmet,159,19,215,80
BikesHelmets212.png,400,266,Without Helmet,120,5,167,49
BikesHelmets213.png,400,301,With Helmet,278,53,323,99
BikesHelmets213.png,400,301,With Helmet,145,42,184,88
BikesHelmets214.png,400,300,With Helmet,154,100,187,141
BikesHelmets215.png,400,280,With Helmet,174,67,205,99
BikesHelmets215.png,400,280,With Helmet,62,67,91,98
BikesHelmets215.png,400,280,With Helmet,285,71,310,105
BikesHelmets215.png,400,280,With Helmet,323,69,355,98
BikesHelmets215.png,400,280,With Helmet,136,64,162,97
BikesHelmets215.png,400,280,With Helmet,224,39,253,76
BikesHelmets216.png,400,214,Without Helmet,181,2,215,43
BikesHelmets217.png,400,267,Without Helmet,266,69,290,99
BikesHelmets217.png,400,267,Without Helmet,249,56,271,91
BikesHelmets217.png,400,267,Without Helmet,362,65,373,81
BikesHelmets217.png,400,267,Without Helmet,316,55,331,74
BikesHelmets217.png,400,267,Without Helmet,241,45,251,59
BikesHelmets218.png,400,400,With Helmet,112,40,192,125
BikesHelmets219.png,494,345,With Helmet,205,25,266,82
BikesHelmets219.png,494,345,With Helmet,60,46,109,93
BikesHelmets219.png,494,345,With Helmet,419,10,482,84
BikesHelmets220.png,400,300,With Helmet,44,99,56,111
BikesHelmets220.png,400,300,Without Helmet,78,105,96,123
BikesHelmets220.png,400,300,Without Helmet,249,106,268,125
BikesHelmets220.png,400,300,Without Helmet,139,107,155,128
BikesHelmets220.png,400,300,Without Helmet,213,87,223,100
BikesHelmets221.png,400,168,With Helmet,128,5,161,41
BikesHelmets221.png,400,168,With Helmet,186,13,234,73
BikesHelmets221.png,400,168,With Helmet,324,29,363,76
BikesHelmets222.png,500,375,Without Helmet,215,71,241,101
BikesHelmets223.png,400,299,Without Helmet,65,52,82,69
BikesHelmets224.png,300,227,With Helmet,202,32,236,57
BikesHelmets225.png,400,267,With Helmet,139,24,190,70
BikesHelmets226.png,400,400,With Helmet,118,1,253,97
BikesHelmets227.png,268,400,With Helmet,46,25,119,105
BikesHelmets228.png,500,376,With Helmet,60,25,113,77
BikesHelmets228.png,500,376,With Helmet,377,45,424,97
BikesHelmets228.png,500,376,With Helmet,186,32,233,77
BikesHelmets229.png,400,267,With Helmet,141,21,181,67
BikesHelmets230.png,400,214,With Helmet,179,2,215,43
BikesHelmets231.png,400,235,With Helmet,152,6,206,55
BikesHelmets231.png,400,235,Without Helmet,226,12,273,53
BikesHelmets232.png,400,400,Without Helmet,197,2,272,92
BikesHelmets233.png,480,320,With Helmet,169,10,220,65
BikesHelmets234.png,400,267,With Helmet,176,9,236,65
BikesHelmets235.png,400,266,With Helmet,139,124,160,141
BikesHelmets235.png,400,266,With Helmet,291,119,304,131
BikesHelmets236.png,400,251,With Helmet,43,5,123,106
BikesHelmets237.png,400,267,With Helmet,165,17,220,71
BikesHelmets238.png,400,208,Without Helmet,131,0,170,40
BikesHelmets239.png,400,267,With Helmet,145,32,205,88
BikesHelmets240.png,300,223,With Helmet,119,13,153,55
BikesHelmets241.png,400,267,With Helmet,196,61,232,98
BikesHelmets242.png,400,267,With Helmet,196,36,230,78
BikesHelmets243.png,400,330,With Helmet,174,0,336,184
BikesHelmets244.png,400,138,With Helmet,270,42,285,55
BikesHelmets244.png,400,138,With Helmet,297,48,313,63
BikesHelmets244.png,400,138,With Helmet,225,40,237,50
BikesHelmets245.png,400,400,With Helmet,173,27,238,100
BikesHelmets246.png,400,227,With Helmet,199,14,235,50
BikesHelmets247.png,400,267,With Helmet,294,23,327,66
BikesHelmets247.png,400,267,With Helmet,218,60,268,114
BikesHelmets247.png,400,267,With Helmet,173,63,209,101
BikesHelmets247.png,400,267,With Helmet,116,55,151,100
BikesHelmets248.png,400,228,Without Helmet,169,9,204,50
BikesHelmets249.png,267,400,With Helmet,121,34,197,107
BikesHelmets25.png,400,225,With Helmet,258,20,298,75
BikesHelmets25.png,400,225,With Helmet,107,3,160,48
BikesHelmets250.png,400,300,With Helmet,208,48,241,90
BikesHelmets250.png,400,300,With Helmet,119,70,137,90
BikesHelmets251.png,400,225,Without Helmet,150,5,177,40
BikesHelmets252.png,400,267,With Helmet,102,46,152,101
BikesHelmets252.png,400,267,With Helmet,196,61,239,113
BikesHelmets253.png,400,255,Without Helmet,189,53,221,89
BikesHelmets254.png,180,180,With Helmet,111,17,160,80
BikesHelmets254.png,180,180,With Helmet,10,12,60,68
BikesHelmets255.png,400,267,With Helmet,225,41,274,85
BikesHelmets255.png,400,267,With Helmet,184,37,217,70
BikesHelmets256.png,400,236,Without Helmet,242,0,290,47
BikesHelmets257.png,400,267,With Helmet,165,10,196,47
BikesHelmets257.png,400,267,With Helmet,77,18,112,54
BikesHelmets257.png,400,267,With Helmet,252,40,283,77
BikesHelmets258.png,300,400,With Helmet,95,121,157,189
BikesHelmets259.png,400,226,With Helmet,13,9,74,69
BikesHelmets259.png,400,226,With Helmet,94,10,159,72
BikesHelmets259.png,400,226,With Helmet,207,11,249,78
BikesHelmets259.png,400,226,With Helmet,246,10,317,110
BikesHelmets26.png,600,400,With Helmet,223,108,358,247
BikesHelmets26.png,600,400,With Helmet,314,177,429,297
BikesHelmets260.png,400,266,Without Helmet,187,23,238,73
BikesHelmets261.png,400,313,With Helmet,90,71,176,162
BikesHelmets261.png,400,313,With Helmet,214,125,258,170
BikesHelmets262.png,553,369,With Helmet,253,97,304,155
BikesHelmets263.png,400,267,With Helmet,187,51,222,94
BikesHelmets264.png,400,290,With Helmet,329,33,364,76
BikesHelmets264.png,400,290,With Helmet,249,23,282,70
BikesHelmets265.png,400,267,With Helmet,156,14,215,81
BikesHelmets266.png,400,281,Without Helmet,193,64,221,95
BikesHelmets266.png,400,281,Without Helmet,346,40,371,68
BikesHelmets266.png,400,281,Without Helmet,219,56,244,90
BikesHelmets267.png,553,369,With Helmet,253,96,303,155
BikesHelmets268.png,400,267,With Helmet,137,18,184,67
BikesHelmets269.png,400,267,With Helmet,190,15,247,76
BikesHelmets27.png,576,432,With Helmet,179,14,265,92
BikesHelmets270.png,400,387,With Helmet,172,25,253,132
BikesHelmets271.png,400,300,With Helmet,7,35,58,86
BikesHelmets271.png,400,300,With Helmet,89,49,121,82
BikesHelmets271.png,400,300,With Helmet,149,41,181,81
BikesHelmets271.png,400,300,With Helmet,221,65,247,90
BikesHelmets271.png,400,300,With Helmet,349,31,395,82
BikesHelmets272.png,400,305,With Helmet,155,19,208,74
BikesHelmets273.png,494,361,With Helmet,59,12,123,74
BikesHelmets273.png,494,361,With Helmet,249,12,278,43
BikesHelmets273.png,494,361,With Helmet,374,0,425,40
BikesHelmets274.png,400,300,With Helmet,145,2,215,74
BikesHelmets275.png,400,400,Without Helmet,261,2,339,98
BikesHelmets276.png,400,225,With Helmet,155,70,215,128
BikesHelmets277.png,400,225,With Helmet,141,16,177,58
BikesHelmets277.png,400,225,With Helmet,315,12,352,51
BikesHelmets277.png,400,225,With Helmet,256,18,281,51
BikesHelmets278.png,400,267,With Helmet,196,16,243,67
BikesHelmets279.png,400,400,With Helmet,57200,2400,98400,42400
BikesHelmets28.png,450,273,With Helmet,114,0,159,56
BikesHelmets280.png,400,226,With Helmet,251,29,282,62
BikesHelmets280.png,400,226,With Helmet,135,21,159,51
BikesHelmets281.png,400,300,Without Helmet,143,70,169,103
BikesHelmets282.png,344,400,With Helmet,133,11,237,137
BikesHelmets283.png,400,225,Without Helmet,250,78,280,118
BikesHelmets284.png,600,341,With Helmet,315,28,376,91
BikesHelmets285.png,309,450,With Helmet,72,120,186,234
BikesHelmets286.png,400,160,With Helmet,246,31,266,61
BikesHelmets286.png,400,160,With Helmet,164,32,194,74
BikesHelmets286.png,400,160,With Helmet,45,33,94,85
BikesHelmets287.png,389,400,With Helmet,240,24,288,80
BikesHelmets288.png,400,247,With Helmet,277,3,323,50
BikesHelmets289.png,404,500,Without Helmet,154,45,225,127
BikesHelmets29.png,520,355,With Helmet,143,6,212,93
BikesHelmets290.png,400,269,With Helmet,192,36,230,89
BikesHelmets291.png,400,267,With Helmet,219,14,251,52
BikesHelmets292.png,460,345,With Helmet,45,18,142,116
BikesHelmets293.png,570,427,With Helmet,145,250,171,279
BikesHelmets293.png,570,427,With Helmet,208,233,225,254
BikesHelmets293.png,570,427,Without Helmet,277,245,303,271
BikesHelmets294.png,400,200,With Helmet,228,22,275,67
BikesHelmets295.png,261,400,With Helmet,98,12,163,91
BikesHelmets296.png,400,300,With Helmet,198,20,245,70
BikesHelmets297.png,400,267,Without Helmet,182,105,207,131
BikesHelmets297.png,400,267,With Helmet,78,98,97,119
BikesHelmets297.png,400,267,Without Helmet,271,96,294,119
BikesHelmets297.png,400,267,With Helmet,233,93,250,110
BikesHelmets297.png,400,267,Without Helmet,47,110,65,132
BikesHelmets297.png,400,267,Without Helmet,144,105,162,128
BikesHelmets297.png,400,267,Without Helmet,110,89,127,108
BikesHelmets297.png,400,267,Without Helmet,143,86,156,100
BikesHelmets297.png,400,267,With Helmet,213,97,228,116
BikesHelmets297.png,400,267,Without Helmet,184,87,198,102
BikesHelmets297.png,400,267,Without Helmet,317,83,331,97
BikesHelmets298.png,400,274,Without Helmet,115,41,149,76
BikesHelmets298.png,400,274,Without Helmet,257,68,272,86
BikesHelmets299.png,400,395,With Helmet,155,139,210,203
BikesHelmets299.png,400,395,With Helmet,111,111,134,145
BikesHelmets299.png,400,395,With Helmet,231,108,249,132
BikesHelmets299.png,400,395,With Helmet,157,101,168,118
BikesHelmets3.png,400,216,With Helmet,202,39,222,64
BikesHelmets3.png,400,216,With Helmet,288,50,305,74
BikesHelmets30.png,267,400,With Helmet,94,62,152,130
BikesHelmets30.png,267,400,With Helmet,24,159,70,210
BikesHelmets30.png,267,400,With Helmet,132,101,180,156
BikesHelmets300.png,400,263,With Helmet,186,20,231,73
BikesHelmets301.png,267,400,With Helmet,98,41,171,129
BikesHelmets302.png,400,250,With Helmet,172,30,219,73
BikesHelmets303.png,400,218,With Helmet,199,104,218,125
BikesHelmets303.png,400,218,With Helmet,286,109,304,126
BikesHelmets303.png,400,218,Without Helmet,114,103,132,127
BikesHelmets303.png,400,218,Without Helmet,233,112,248,126
BikesHelmets303.png,400,218,With Helmet,336,114,351,129
BikesHelmets303.png,400,218,With Helmet,68,102,88,124
BikesHelmets303.png,400,218,With Helmet,260,107,279,127
BikesHelmets303.png,400,218,Without Helmet,320,114,332,127
BikesHelmets304.png,400,275,Without Helmet,303,53,333,90
BikesHelmets304.png,400,275,Without Helmet,247,66,265,91
BikesHelmets304.png,400,275,Without Helmet,112,69,131,92
BikesHelmets304.png,400,275,Without Helmet,14,57,39,86
BikesHelmets304.png,400,275,Without Helmet,51,60,76,83
BikesHelmets305.png,400,250,Without Helmet,122,2,178,56
BikesHelmets306.png,600,478,Without Helmet,385,55,451,139
BikesHelmets306.png,600,478,Without Helmet,200,39,270,127
BikesHelmets307.png,400,267,With Helmet,161,14,238,86
BikesHelmets308.png,400,245,Without Helmet,165,51,189,82
BikesHelmets308.png,400,245,With Helmet,269,62,296,86
BikesHelmets308.png,400,245,With Helmet,325,70,353,100
BikesHelmets308.png,400,245,Without Helmet,62,58,92,87
BikesHelmets309.png,353,400,With Helmet,154,7,242,103
BikesHelmets31.png,600,452,Without Helmet,312,248,345,284
BikesHelmets310.png,400,267,With Helmet,192,3,245,77
BikesHelmets311.png,400,300,With Helmet,168,46,223,114
BikesHelmets311.png,400,300,With Helmet,219,11,275,86
BikesHelmets312.png,400,266,With Helmet,151,19,193,57
BikesHelmets313.png,400,189,With Helmet,284,16,306,42
BikesHelmets313.png,400,189,With Helmet,79,17,103,43
BikesHelmets313.png,400,189,With Helmet,348,16,369,37
BikesHelmets314.png,400,299,Without Helmet,157,55,205,100
BikesHelmets314.png,400,299,Without Helmet,86,19,138,75
BikesHelmets315.png,600,400,Without Helmet,207,23,327,156
BikesHelmets316.png,268,400,With Helmet,121,86,175,149
BikesHelmets317.png,553,369,With Helmet,253,95,304,152
BikesHelmets318.png,236,236,Without Helmet,162,71,185,93
BikesHelmets318.png,236,236,Without Helmet,71,66,95,94
BikesHelmets319.png,400,267,With Helmet,238,44,286,92
BikesHelmets319.png,400,267,With Helmet,132,56,168,93
BikesHelmets32.png,300,400,With Helmet,38,69,97,140
BikesHelmets32.png,300,400,With Helmet,217,10,297,103
BikesHelmets320.png,485,322,With Helmet,312,49,341,91
BikesHelmets320.png,485,322,With Helmet,148,10,204,81
BikesHelmets321.png,400,267,With Helmet,72,53,135,119
BikesHelmets321.png,400,267,With Helmet,194,126,252,189
BikesHelmets321.png,400,267,With Helmet,277,5,342,66
BikesHelmets322.png,400,313,With Helmet,177,48,237,106
BikesHelmets322.png,400,313,Without Helmet,234,12,292,67
BikesHelmets323.png,400,300,With Helmet,181,72,242,145
BikesHelmets324.png,400,300,Without Helmet,115,36,145,73
BikesHelmets325.png,400,258,Without Helmet,273,102,290,126
BikesHelmets325.png,400,258,Without Helmet,157,75,182,98
BikesHelmets325.png,400,258,Without Helmet,22,77,45,102
BikesHelmets325.png,400,258,Without Helmet,190,77,213,102
BikesHelmets325.png,400,258,Without Helmet,124,74,139,93
BikesHelmets326.png,300,400,With Helmet,34200,3200,60000,42000
BikesHelmets327.png,553,369,With Helmet,252,96,306,154
BikesHelmets328.png,400,300,Without Helmet,199,19,244,69
BikesHelmets329.png,400,267,With Helmet,266,21,301,58
BikesHelmets329.png,400,267,With Helmet,215,75,241,100
BikesHelmets329.png,400,267,With Helmet,169,97,191,117
BikesHelmets329.png,400,267,With Helmet,104,102,129,127
BikesHelmets33.png,400,265,With Helmet,29,27,100,102
BikesHelmets33.png,400,265,With Helmet,175,58,217,111
BikesHelmets330.png,400,335,With Helmet,127,8,207,106
BikesHelmets331.png,300,199,Without Helmet,164,35,187,62
BikesHelmets331.png,300,199,Without Helmet,191,41,215,66
BikesHelmets332.png,400,267,With Helmet,264,1,326,82
BikesHelmets332.png,400,267,With Helmet,151,31,195,98
BikesHelmets332.png,400,267,With Helmet,48,42,94,101
